path,n_bigram,n_trigram,n_freq_pos_seq,n_subj_el_big,n_subj_el_total,hypernym_count,hypernym_count_sent,hyponyms_count,hyponyms_count_sent
corpora/Redações/o-voto-nulo-e-um-ato-politico-valido/prompt.xml,2,1,0,0,5,5,5.0,8,8.0
corpora/Redações/o-voto-nulo-e-um-ato-politico-valido/xml/valido-ou-nao.xml,10,3,0,0,35,44,6.285714285714286,82,11.714285714285714
corpora/Redações/o-voto-nulo-e-um-ato-politico-valido/xml/eleger-o-candidato-em-branco.xml,4,0,0,2,49,21,4.2,108,21.6
corpora/Redações/o-voto-nulo-e-um-ato-politico-valido/prompt.xml,2,1,0,0,5,5,5.0,8,8.0
corpora/Redações/o-voto-nulo-e-um-ato-politico-valido/prompt.xml,2,1,0,0,5,5,5.0,8,8.0
corpora/Redações/o-voto-nulo-e-um-ato-politico-valido/xml/valido-ou-nao.xml,10,3,0,0,35,44,6.285714285714286,82,11.714285714285714
corpora/Redações/o-voto-nulo-e-um-ato-politico-valido/xml/eleger-o-candidato-em-branco.xml,4,0,0,2,49,21,4.2,108,21.6
corpora/Redações/o-voto-nulo-e-um-ato-politico-valido/xml/a-hora-do-basta-chegou.xml,7,0,0,2,132,52,5.2,101,10.1
corpora/Redações/o-voto-nulo-e-um-ato-politico-valido/xml/construindo-o-futuro.xml,4,1,0,2,48,44,3.6666666666666665,217,18.083333333333332
corpora/Redações/o-voto-nulo-e-um-ato-politico-valido/xml/protestar-so-na-urna-.xml,5,0,0,0,18,27,2.7,108,10.8
corpora/Redações/o-voto-nulo-e-um-ato-politico-valido/xml/democracia-para-todos.xml,5,1,0,0,38,49,4.9,87,8.7
corpora/Redações/o-voto-nulo-e-um-ato-politico-valido/xml/voto.xml,4,0,0,2,67,46,4.181818181818182,94,8.545454545454545
corpora/Redações/o-voto-nulo-e-um-ato-politico-valido/xml/votar-nulo-e-nao-agir.xml,4,0,0,0,20,36,4.0,160,17.77777777777778
corpora/Redações/o-voto-nulo-e-um-ato-politico-valido/xml/voto-nulo-protesto-ou-ignorancia.xml,13,0,0,5,81,69,6.2727272727272725,204,18.545454545454547
corpora/Redações/o-voto-nulo-e-um-ato-politico-valido/xml/o-voto-nulo-alternativa-regada-de-mudancas.xml,2,0,0,0,17,29,5.8,108,21.6
corpora/Redações/o-voto-nulo-e-um-ato-politico-valido/xml/voto-nulo-uma-opcao-do-eleitor.xml,7,0,0,2,25,27,6.75,56,14.0
corpora/Redações/o-voto-nulo-e-um-ato-politico-valido/xml/sem-titulo-.xml,10,4,0,1,40,53,5.888888888888889,221,24.555555555555557
corpora/Redações/o-voto-nulo-e-um-ato-politico-valido/xml/ato-de-suicidio-politico.xml,7,1,0,0,29,49,4.454545454545454,340,30.90909090909091
corpora/Redações/o-voto-nulo-e-um-ato-politico-valido/xml/diga-nao-ao-sistema.xml,4,0,0,2,57,30,7.5,81,20.25
corpora/Redações/o-voto-nulo-e-um-ato-politico-valido/xml/nulo-uma-forma-de-protesto.xml,4,0,0,1,63,42,5.25,132,16.5
corpora/Redações/o-voto-nulo-e-um-ato-politico-valido/xml/quando-a-opcao-e-nao-votar.xml,2,1,1,1,50,45,5.625,216,27.0
corpora/Redações/o-voto-nulo-e-um-ato-politico-valido/xml/tenha-a-liberdade-no-voto.xml,6,0,1,0,23,42,3.5,145,12.083333333333334
corpora/Redações/o-voto-nulo-e-um-ato-politico-valido/xml/analise-subjetiva-do-voto-nulo-de-acordo-com-a-constituicao-de-.xml,10,0,0,0,66,63,3.9375,233,14.5625
corpora/Redações/o-voto-nulo-e-um-ato-politico-valido/xml/valido-sim-racional-nao.xml,10,0,0,3,83,48,3.2,417,27.8
corpora/Redações/norma-culta-x-variantes-linguisticas-qual-deve-ser-a-posicao-da-escola/prompt.xml,2,1,0,2,47,31,5.166666666666667,217,36.166666666666664
corpora/Redações/norma-culta-x-variantes-linguisticas-qual-deve-ser-a-posicao-da-escola/xml/escola-o-caminho-para-a-universidade.xml,3,0,0,0,37,48,6.0,233,29.125
